"day","year","month","date","time","address","district","accident_types","suspect_vehicle","victim_vehicle"
"Friday","2018","3","12","8:00","pajaiang","biringkanaya","TK","R4","R4"
"Monday","2018","3","24","8:00","toddopuli","panakkukang","TL","R2","R2"
"Saturday","2018","3","23","10:30","antang raya","manggala","OC","R2","NOV"
"Friday","2018","3","22","16:30","pettarani","rappocini","TL","R4","R2"
"Thursday","2018","3","24","10:30","metro tanjung bunga","tamalate","TK","R4","R4"
"Saturday","2018","3","25","11:00","mesjid raya","bontoala","TL","R2","R2"
"Sunday","2018","3","25","12:30","btn gardenia","panakkukang","OC","R2","NOV"
"Sunday","2018","3","25","3:00","batua raya","manggala","OC","R2","NOV"
"Sunday","2018","3","23","3:00","jenderal sudirman","ujung pandang","TL","R4","R2"
"Friday","2018","3","22","23:00","perintis kemerdekaan","biringkanaya","TK","R2","R2"
"Thursday","2018","3","24","3:30","perintis kemerdekaan","tamalanrea","TM","R2","NOV"
"Saturday","2018","3","26","5:30","sam ratulangi","mamajang","OC","R2","NOV"
"Monday","2018","2","14","10:00","cendrawasih","mamajang","TK","R2","R3"
"Wednesday","2018","3","27","2:45","tol reformasi","ujung tanah","TK","R4","R4"
"Tuesday","2018","3","26","23:00","perintis kemerdekaan","biringkanaya","TK","R2","R2"
"Monday","2018","3","27","12:25","urip sumuharjo","makassar","TM","R2","NOV"
"Tuesday","2018","3","26","16:45","perintis kemerdekaan 10","tamalanrea","TK","R2","R4"
"Monday","2018","3","26","22:30","cendrawasih","mariso","TK","R2","R2"
"Monday","2018","3","28","8:20","andi mangerangi","tamalate","OC","R2","NOV"
"Wednesday","2018","3","30","23:30","insinyur sutami","tamalanrea","TK","R2","TR"
"Friday","2018","3","28","23:00","cendrawasih","mariso","TK","R2","R2"
"Wednesday","2018","3","30","21:40","nipa nipa","manggala","OC","R2","NOV"
"Friday","2018","3","30","18:30","puri raya","manggala","TK","R4","R2"
"Friday","2018","3","31","23:56","andi mappaodang","tamalate","TM","R2","NOV"
"Saturday","2018","4","1","0:30","boulevard","panakkukang","TM","R2","NOV"
"Sunday","2018","3","31","16:00","ujung","bontoala","TK","R2","R2"
"Saturday","2018","4","1","2:30","batara bira","biringkanaya","TM","R2","NOV"
"Sunday","2018","4","1","14:30","jenderal ahmad yani","ujung pandang","TK","R2","R4"
"Sunday","2018","3","31","15:00","pettarani","rappocini","TL","R4","R4"
"Saturday","2018","4","1","22:00","sungai limboto","ujung pandang","TL","R2","NOV"
"Sunday","2018","3","29","7:00","pate'ne","biringkanaya","TK","R2","R2"
"Thursday","2018","3","29","22:30","insinyur sutami","biringkanaya","OC","R2","NOV"
"Thursday","2018","3","30","9:00","perintis kemerdekaan","tamalanrea","OC","R2","NOV"
"Friday","2018","4","1","22:00","perintis kemerdekaan","tamalanrea","TK","R2","R4"
"Sunday","2018","4","1","16:00","gn. latimojong","makassar","TL","R2","R2"
"Sunday","2018","4","2","20:15","veteran selatan","makassar","OC","R2","NOV"
"Monday","2018","4","2","15:30","jenderal sudirman","ujung pandang","TK","R2","R4"
"Monday","2018","4","3","6:45","pettarani","panakkukang","TL","R2","R2"
"Tuesday","2018","3","27","16:15","insinyur sutami","tamalanrea","OC","R2","NOV"
"Tuesday","2018","4","3","1:00","letjen hertasning","panakkukang","TK","R2","R4"
"Tuesday","2018","1","10","11:30","muh. tahir","tamalate","OC","R2","NOV"
"Wednesday","2018","2","16","23:00","mesjid raya","bontoala","TL","R2","R2"
"Friday","2018","4","2","19:30","mesjid raya","bontoala","OC","R2","NOV"
"Monday","2018","4","4","8:00","pajaiang","biringkanaya","OC","R2","NOV"
"Wednesday","2018","4","4","22:30","perintis kemerdekaan","tamalanrea","TM","R2","NOV"
"Wednesday","2018","4","4","11:30","batua raya","panakkukang","OC","R2","NOV"
"Wednesday","2018","3","23","9:00","tidung ix","rappocini","TL","R2","R2"
"Friday","2018","4","1","12:30","perintis kemerdekaan","tamalanrea","TL","R2","R2"
"Sunday","2018","4","4","14:00","gunung bawakaraeng","makassar","TK","R2","R2"
"Wednesday","2018","4","2","7:00","andi mappanyukki","mariso","TK","R2","R2"
"Monday","2018","4","5","8:00","kancil tengah","mamajang","TL","R4","R4"
"Thursday","2018","4","5","9:30","perintis kemerdekaan","biringkanaya","TK","R2","R2"
"Thursday","2018","4","2","4:00","banta bantaeng","rappocini","TL","R2","NOV"
"Monday","2018","4","1","11:30","boulevard","panakkukang","TL","R4","R2"
"Sunday","2018","4","6","12:00","pettarani","rappocini","TL","R2","R2"
"Friday","2018","4","5","10:00","tinumbu","bontoala","TK","R2","Rro"
"Thursday","2018","4","6","7:00","perintis kemerdekaan","tamalanrea","TK","R2","R4"
"Friday","2018","4","8","17:30","perintis kemerdekaan","biringkanaya","T","R2","NOV"
"Sunday","2018","4","7","14:00","perintis kemerdekaan","tamalanrea","TK","R2","R2"
"Saturday","2018","4","7","18:00","goa ria","biringkanaya","TL","R2","R2"
"Saturday","2018","4","7","16:30","perintis kemerdekaan","tamalanrea","TK","R4","R2"
"Saturday","2018","4","6","11:30","tidung vii","rappocini","TK","R4","R2"
"Friday","2018","4","7","17:30","tol reformasi","tallo","TL","R4","NOV"
"Saturday","2018","4","7","17:15","sultan alauddin","tamalate","TK","R4","B2"
"Saturday","2018","4","8","0:05","metro tanjung bunga","mariso","OC","R2","NOV"
"Sunday","2018","4","6","14:45","inspeksi kanal","manggala","TK","R2","R2"
"Friday","2018","4","7","23:30","haji bau","ujung pandang","TK","R2","R4"
"Saturday","2018","4","8","22:00","gn. latimojong","makassar","TK","R4","R2"
"Sunday","2018","4","9","6:30","waduk tunggu pampang","manggala","OC","R2","NOV"
"Monday","2018","4","2","17:15","insinyur sutami","tamalanrea","OC","R2","NOV"
"Monday","2018","3","30","19:30","pettarani","panakkukang","OC","R2","NOV"
"Friday","2018","4","9","9:30","metro tanjung bunga","tamalate","TK","R2","R4"
"Monday","2018","4","10","17:30","insinyur sutami","biringkanaya","OC","R2","NOV"
"Tuesday","2018","4","10","17:00","perintis kemerdekaan","biringkanaya","TM","R2","NOV"
"Tuesday","2018","4","8","0:30","urip sumuharjo","bontoala","OC","R2","NOV"
"Sunday","2018","4","10","17:15","letjen hertasning","panakkukang","TL","R4","R2"
"Tuesday","2018","4","11","5:30","penghibur","ujung pandang","TK","R4","R2"
"Wednesday","2018","4","9","7:00","sultan alauddin","rappocini","OC","R2","NOV"
"Monday","2018","4","12","12:00","aroepala","rappocini","OC","R2","NOV"
"Thursday","2018","4","11","16:00","karaeng bonto tangga","rappocini","T","TR","NOV"
"Wednesday","2018","4","13","22:00","urip sumuharjo","panakkukang","OC","R2","NOV"
"Friday","2018","4","14","13:00","profesor abdurrahman basalamah","panakkukang","TL","R4","R2"
"Saturday","2018","4","13","21:00","kakatua","mariso","TK","R2","R4"
"Friday","2018","4","13","6:50","perintis kemerdekaan","biringkanaya","TL","TR","R4"
"Friday","2018","4","14","6:00","perintis kemerdekaan","tamalanrea","TM","R2","NOV"
"Saturday","2018","4","13","14:00","kima raya ii","biringkanaya","OC","R2","NOV"
"Friday","2018","4","10","12:00","pajaiang","biringkanaya","TK","R2","R2"
"Tuesday","2018","4","14","17:15","kw. pergudangan dan industri parangloe","tamalanrea","OC","R2","NOV"
"Saturday","2018","4","15","18:00","perintis kemerdekaan","tamalanrea","TK","R2","R4"
"Sunday","2018","4","15","16:00","taman makam pahlawan","panakkukang","T","R2","NOV"
"Sunday","2018","4","15","21:00","dr. leimena","panakkukang","TL","TR","R2"
"Sunday","2018","4","10","7:30","muhammad yamin","makassar","TL","R2","R2"
"Tuesday","2018","4","16","14:30","daeng tata raya","tamalate","TL","R2","R2"
"Monday","2018","4","3","6:45","toddopuli xii","panakkukang","TK","R2","R2"
"Tuesday","2018","4","16","17:00","pettarani","rappocini","TK","R4","R2"
"Monday","2018","4","15","17:00","perintis kemerdekaan","tamalanrea","OC","R2","NOV"
"Sunday","2018","4","16","14:20","gunung bawakaraeng","bontoala","OC","R2","NOV"
"Monday","2018","4","15","7:12","perintis kemerdekaan","tamalanrea","TM","R2","NOV"
"Sunday","2018","4","17","7:30","paccerakkang","biringkanaya","TM","R2","NOV"
"Tuesday","2018","4","17","21:30","pettarani","panakkukang","TM","R2","NOV"
"Tuesday","2018","4","16","17:00","veteran utara","makassar","TK","R2","NOV"
"Monday","2018","4","17","7:00","insinyur sutami","tamalanrea","OC","R2","NOV"
"Tuesday","2018","4","17","17:00","telegraf 3","biringkanaya","OC","R2","NOV"
"Tuesday","2018","4","17","15:00","insinyur sutami","tamalanrea","OC","R2","NOV"
"Tuesday","2018","4","16","7:40","kesenangan ii","tamalanrea","OC","R2","NOV"
"Monday","2018","4","18","9:30","baruga raya","manggala","OC","R2","NOV"
"Wednesday","2018","4","17","10:30","tamangapa raya","manggala","TK","R2","Rro"
"Tuesday","2018","4","18","13:30","pettarani","panakkukang","TK","Rro","R4"
"Wednesday","2018","4","18","19:30","perumnas antang","manggala","TM","R4","NOV"
"Wednesday","2018","4","19","11:45","manyikkoaya","biringkanaya","OC","R2","NOV"
"Thursday","2018","4","11","13:30","insinyur sutami","tamalanrea","TK","R2","TR"
"Wednesday","2018","4","18","18:40","veteran selatan","mamajang","OC","R2","NOV"
"Wednesday","2018","4","20","15:30","a.r. hakim","tallo","TK","R2","R2"
"Friday","2018","4","13","17:00","barawaja ii","panakkukang","TK","R2","R4"
"Friday","2018","4","18","15:00","urip sumuharjo","panakkukang","OC","R2","NOV"
"Wednesday","2018","4","20","15:00","toddopuli raya","panakkukang","TK","R2","R2"
"Friday","2018","4","20","12:00","bakung","biringkanaya","TL","R2","R2"
"Friday","2018","4","20","13:00","pettarani","panakkukang","TL","R4","R2"
"Friday","2018","4","21","7:00","muhammad paleo raya","manggala","TK","R4","R2"
"Saturday","2018","4","20","19:30","letjen hertasning i","rappocini","T","R2","NOV"
"Friday","2018","4","20","13:30","perintis kemerdekaan","biringkanaya","TK","R4","R2"
"Friday","2018","4","20","7:00","perintis kemerdekaan","tamalanrea","TM","R2","NOV"
"Friday","2018","4","21","22:00","bakung","biringkanaya","TK","R4","R4"
"Saturday","2018","4","23","5:35","dg. hayo","manggala","TM","R2","NOV"
"Monday","2018","4","22","15:00","urip sumuharjo","panakkukang","TK","R4","R2"
"Sunday","2018","4","22","21:00","tamalanrea raya","tamalanrea","TK","R2","TR"
"Sunday","2018","4","23","17:30","dg. ramang","biringkanaya","OC","R2","NOV"
"Monday","2018","4","22","14:00","batua raya","panakkukang","OC","R2","NOV"
"Sunday","2018","3","3","5:15","batua raya","panakkukang","TM","TR","NOV"
"Saturday","2018","4","24","12:20","pettarani","rappocini","TL","R2","R2"
"Tuesday","2018","4","21","17:30","rappocini raya","rappocini","TL","R2","R4"
"Saturday","2018","3","16","9:30","taman sudiang indah","biringkanaya","TK","R2","R4"
"Friday","2018","4","16","0:05","perintis kemerdekaan","biringkanaya","TK","R2","R4"
"Monday","2018","4","23","14:00","insinyur sutami","tamalanrea","TL","R2","NOV"
"Monday","2018","4","23","16:30","pajaiang","biringkanaya","OC","R2","NOV"
"Monday","2018","4","23","6:30","paccerakkang","biringkanaya","TK","R2","R2"
"Monday","2018","4","24","10:30","perintis kemerdekaan","tamalanrea","OC","R2","NOV"
"Tuesday","2018","4","26","12:30","metro tanjung bunga","tamalate","OC","R2","NOV"
"Thursday","2018","4","25","8:20","gunung bawakaraeng","bontoala","TL","R2","R2"
"Wednesday","2018","4","27","7:00","daeng tata raya","tamalate","TL","R4","R2"
"Friday","2018","4","27","9:30","batua raya","panakkukang","TL","R2","R2"
"Friday","2018","4","25","20:30","mesjid raya","bontoala","TM","R2","NOV"
"Wednesday","2018","4","27","14:00","karantina","panakkukang","OC","R2","NOV"
"Friday","2018","4","26","17:00","mortir i","biringkanaya","TK","R2","R2"
"Thursday","2018","4","22","19:00","kapasa raya","biringkanaya","TL","R2","R2"
"Sunday","2018","4","27","11:00","taman sudiang indah","biringkanaya","OC","R2","NOV"
"Friday","2018","4","26","21:45","perintis kemerdekaan","biringkanaya","OC","R2","NOV"
"Thursday","2018","4","27","16:30","perintis kemerdekaan","tamalanrea","OC","R2","NOV"
"Friday","2018","4","28","12:45","sinasara","tallo","TM","R2","NOV"
"Saturday","2018","4","28","9:00","insinyur sutami","biringkanaya","TK","R2","R4"
"Saturday","2018","4","28","13:00","monumen emmy saelan","rappocini","TL","R2","R2"
"Saturday","2018","4","29","12:20","nipa nipa","manggala","TK","R2","R4"
"Sunday","2018","4","29","14:30","lembo","tallo","TK","R2","R2"
"Sunday","2018","4","28","18:00","kelapa iii","panakkukang","OC","R2","NOV"
"Saturday","2018","4","29","19:00","waduk tunggu pampang","manggala","TL","R2","R2"
"Sunday","2018","4","29","19:00","urip sumuharjo","panakkukang","OC","R2","NOV"
"Sunday","2018","4","22","11:50","tol reformasi","tallo","TM","R4","NOV"
"Sunday","2018","4","28","6:55","perintis kemerdekaan","biringkanaya","TK","R4","R2"
"Saturday","2018","4","29","7:00","yusuf dg. ngawing","rappocini","TL","R2","R2"
"Sunday","2018","4","29","15:30","kapasa raya","biringkanaya","TM","R2","NOV"
"Sunday","2018","4","30","14:30","perintis kemerdekaan","tamalanrea","TK","R2","R4"
"Monday","2018","4","14","20:00","pettarani","panakkukang","TL","R4","R4"
"Saturday","2018","4","26","22:00","batua raya","panakkukang","TL","R2","R2"
"Thursday","2018","4","30","17:30","saripah raya","panakkukang","TL","R2","R2"
"Monday","2018","4","29","3:00","urip sumuharjo","panakkukang","TL","R4","R2"
"Sunday","2018","4","30","22:11","tol reformasi","tallo","TK","R4","R2"
"Monday","2018","5","1","14:00","nipa nipa","manggala","TL","R2","R2"
"Tuesday","2018","5","1","9:00","urip sumuharjo","makassar","TL","R2","R2"
"Tuesday","2018","4","30","12:30","metro tanjung bunga","mariso","TL","R2","R2"
"Monday","2018","4","30","21:20","kajoalalido","ujung pandang","TM","R4","NOV"
"Monday","2018","4","30","18:00","gunung merapi","ujung pandang","TL","R2","R2"
"Monday","2018","4","30","2:45","perintis kemerdekaan","tamalanrea","OC","R2","NOV"
"Monday","2018","5","1","14:00","perintis kemerdekaan","biringkanaya","TK","R2","R4"
"Tuesday","2018","5","1","14:30","waduk tunggu pampang","manggala","OC","R4","NOV"
"Tuesday","2018","4","30","11:00","insinyur sutami","biringkanaya","OC","R2","NOV"
"Monday","2018","5","2","8:30","perintis kemerdekaan","tamalanrea","OC","R2","NOV"
"Wednesday","2018","5","2","8:30","sanrangan","biringkanaya","OC","R2","NOV"
"Wednesday","2018","5","2","8:30","perintis kemerdekaan","tamalanrea","OC","R2","NOV"
"Wednesday","2018","5","2","23:00","faisal iv","rappocini","TK","R4","R4"
"Wednesday","2018","5","1","23:30","cendrawasih","mariso","TK","R2","R4"
"Tuesday","2018","5","1","1:00","metro tanjung bunga","tamalate","TK","R2","R2"
"Tuesday","2018","5","2","12:30","kerung-kerung","makassar","TK","R2","R2"
"Wednesday","2018","5","3","13:00","malengkeri","tamalate","TK","R2","TR"
"Thursday","2018","5","4","15:00","pettarani","panakkukang","TK","TR","R2"
"Friday","2018","5","4","0:15","sungai saddang baru","makassar","OC","R2","NOV"
"Friday","2018","5","5","8:40","sungai saddang baru","makassar","TL","R2","R2"
"Saturday","2018","5","5","13:15","paccerakkang","biringkanaya","TK","R2","TR"
"Saturday","2018","5","3","18:00","sultan alauddin","tamalate","TK","R4","R4"
"Thursday","2018","5","5","19:15","goa ria","biringkanaya","OC","R2","NOV"
"Saturday","2018","5","4","6:00","urip sumuharjo","panakkukang","TK","R2","R2"
"Friday","2018","5","4","19:00","urip sumuharjo","panakkukang","OC","R2","NOV"
"Friday","2018","5","4","6:00","dg. mangga","biringkanaya","OC","R2","NOV"
"Friday","2018","5","5","19:45","perintis kemerdekaan","tamalanrea","OC","R2","NOV"
"Saturday","2018","5","6","15:00","perintis kemerdekaan","tamalanrea","TL","R2","NOV"
"Sunday","2018","5","6","15:15","sam ratulangi","mamajang","TM","R2","NOV"
"Sunday","2018","5","5","21:15","boulevard","panakkukang","TL","R4","R4"
"Saturday","2018","5","5","17:30","urip sumuharjo","panakkukang","TL","R4","R2"
"Saturday","2018","5","4","23:45","poros hartaco indah","tamalate","TK","R2","R2"
"Friday","2018","5","7","20:30","teuku umar raya","tallo","TK","R2","R2"
"Monday","2018","5","5","16:30","adyaksa","panakkukang","OC","R2","NOV"
"Saturday","2018","5","6","15:40","dr. leimena","panakkukang","TL","R2","R2"
"Sunday","2018","5","3","14:00","dr. leimena","panakkukang","TK","R4","R4"
"Thursday","2018","5","6","16:30","urip sumuharjo","panakkukang","TL","R2","R2"
"Sunday","2018","5","4","14:00","urip sumuharjo","panakkukang","OC","R2","NOV"
"Friday","2018","5","5","8:00","urip sumuharjo","panakkukang","OC","R2","NOV"
"Saturday","2018","5","7","19:35","malengkeri","tamalate","OC","R2","NOV"
"Monday","2018","5","6","3:00","masjid baiturrahman","panakkukang","TL","R4","R4"
"Sunday","2018","5","7","6:00","perintis kemerdekaan","tamalanrea","OC","R2","NOV"
"Monday","2018","5","6","16:30","kesatuan","tamalanrea","TK","R2","R2"
"Sunday","2018","5","6","9:00","perintis kemerdekaan","tamalanrea","TL","R2","R2"
"Sunday","2018","5","7","19:00","paccerakkang","biringkanaya","OC","R2","NOV"
"Monday","2018","5","7","9:30","perintis kemerdekaan","tamalanrea","TL","R2","R2"
"Monday","2018","5","8","18:15","serigala","mamajang","T","R2","NOV"
"Tuesday","2018","5","9","12:30","gunung bawakaraeng","bontoala","TK","R2","R4"
"Wednesday","2018","5","10","8:35","baruga raya","manggala","TK","R4","R2"
"Thursday","2018","5","9","8:00","rajawali","mariso","TL","R2","R2"
"Wednesday","2018","5","7","6:30","raya kampus unhas","tamalanrea","TK","R2","R2"
"Monday","2018","5","9","16:00","insinyur sutami","biringkanaya","OC","R4","NOV"
"Wednesday","2018","5","8","23:00","tol reformasi","tamalanrea","TK","R4","R4"
"Tuesday","2018","5","5","11:00","perintis kemerdekaan","tamalanrea","OC","R2","NOV"
"Saturday","2018","5","6","19:00","perintis kemerdekaan","tamalanrea","OC","R2","NOV"
"Sunday","2018","5","7","17:00","paccerakkang","biringkanaya","OC","R2","NOV"
"Monday","2018","5","10","19:00","perintis kemerdekaan","tamalanrea","OC","R2","NOV"
"Thursday","2018","5","8","23:00","gn. latimojong","makassar","TL","R2","R2"
"Tuesday","2018","5","11","12:30","pendidikan","rappocini","T","R2","NOV"
"Friday","2018","5","10","23:45","yusuf dg. ngawing","rappocini","TL","TR","R4"
"Thursday","2018","4","24","13:00","gn. latimojong","makassar","TM","R2","NOV"
"Tuesday","2018","5","10","17:00","manuruki ii","tamalate","OC","R2","NOV"
"Thursday","2018","4","12","20:00","perintis kemerdekaan","biringkanaya","TK","R4","R4"
"Thursday","2018","5","11","12:00","perintis kemerdekaan","tamalanrea","OC","R2","NOV"
"Friday","2018","5","11","10:15","sungai saddang baru","makassar","T","R2","NOV"
"Friday","2018","5","12","0:30","sunu","bontoala","TL","R4","R4"
